id,date,region,product_category,product_name,revenue,units_sold,customer_id,sales_rep
328,2025-02-04,Central,Electronics,Smart TV 55in,3553.64,47,109,David Kim
329,2024-02-29,West,Electronics,Tablet Air M2,756.74,40,78,Alice Johnson
330,2024-11-12,West,Electronics,Laptop Pro X1,3597.92,45,2,Carol Chen
331,2025-05-23,North,Sports,Swimming Goggles Pro,1583.34,47,34,Carol Chen
332,2025-01-15,West,Furniture,Ergonomic Desk Chair,2348.58,2,43,Maria Davis
333,2025-03-15,North,Sports,Running Shoes Ultra,584.86,37,81,Bob Martinez
334,2025-05-23,South,Sports,Resistance Band Set,186.44,37,22,Frank Wilson
335,2024-06-10,North,Electronics,Gaming Console S,3435.78,8,30,Leo Garcia
336,2025-06-05,East,Electronics,Laptop Pro X1,1373.85,31,47,Grace Lee
337,2024-06-02,West,Electronics,Gaming Console S,4054.95,46,95,Karen White
338,2025-03-05,West,Furniture,Standing Desk Oak,1336.33,47,41,Elena Rodriguez
339,2024-03-20,Central,Furniture,Ergonomic Desk Chair,1580.82,4,23,David Kim
340,2025-06-12,East,Food & Beverage,Organic Coffee Blend,265.56,19,100,Nathan Brown
341,2024-11-14,North,Electronics,Gaming Console S,2392.38,24,26,Elena Rodriguez
342,2025-07-31,North,Sports,Yoga Mat Premium,970.74,38,64,Maria Davis
343,2024-07-19,Central,Clothing,Casual Sneakers,54.78,27,4,David Kim
344,2025-07-08,North,Electronics,Smart TV 55in,207.02,43,49,Nathan Brown
345,2024-11-10,East,Clothing,Sports Hoodie,787.34,27,63,Alice Johnson
346,2024-05-25,North,Electronics,Laptop Pro X1,4622.12,34,53,Leo Garcia
347,2025-01-16,South,Electronics,Gaming Console S,658.77,9,82,Nathan Brown
348,2025-02-07,East,Sports,Swimming Goggles Pro,199.58,43,17,David Kim
349,2024-10-25,North,Furniture,Sofa Sectional L,2147.07,48,42,Frank Wilson
350,2025-04-08,North,Clothing,Premium Jacket,757.67,9,100,Maria Davis
351,2025-08-21,East,Clothing,Premium Jacket,173.28,30,41,Grace Lee
352,2024-05-03,Central,Furniture,Standing Desk Oak,1437.96,30,34,Nathan Brown
353,2024-05-02,East,Clothing,Silk Dress Shirt,669.79,45,78,Alice Johnson
354,2024-08-08,North,Clothing,Premium Jacket,583.37,23,51,Irene Thompson
355,2024-02-20,North,Furniture,Standing Desk Oak,238.58,26,110,Hector Patel
356,2025-07-23,Central,Clothing,Premium Jacket,396.53,9,16,Alice Johnson
357,2024-03-04,West,Clothing,Casual Sneakers,667.76,24,88,Karen White
358,2025-10-22,East,Sports,Swimming Goggles Pro,576.94,5,3,Bob Martinez
359,2024-07-21,South,Clothing,Premium Jacket,728.81,22,16,Alice Johnson
360,2025-04-17,East,Clothing,Sports Hoodie,374.87,47,51,Hector Patel
361,2024-01-31,South,Food & Beverage,Protein Bar Pack,119.1,12,36,Elena Rodriguez
362,2025-04-01,West,Electronics,Gaming Console S,3172.05,16,83,Elena Rodriguez
363,2025-05-25,South,Sports,Mountain Bike 27.5,197.08,18,50,Carol Chen
364,2025-03-05,West,Sports,Yoga Mat Premium,1291.05,35,102,Alice Johnson
365,2025-01-26,North,Food & Beverage,Gourmet Tea Collection,238.8,23,117,James Anderson
366,2025-05-29,North,Food & Beverage,Artisan Pasta Set,70.35,21,77,David Kim
367,2024-01-31,North,Electronics,Tablet Air M2,2741.28,50,75,David Kim
368,2024-06-12,East,Clothing,Casual Sneakers,249.9,48,8,Maria Davis
369,2024-08-12,Central,Food & Beverage,Artisan Pasta Set,281.86,12,23,David Kim
370,2025-08-29,North,Furniture,Dining Table Set,230.39,45,46,James Anderson
371,2025-07-31,West,Sports,Yoga Mat Premium,1686.46,32,70,Elena Rodriguez
372,2024-06-28,South,Electronics,Laptop Pro X1,469.61,39,29,Alice Johnson
373,2025-06-23,South,Electronics,Smart TV 55in,4605.9,13,104,Carol Chen
374,2024-12-14,West,Furniture,Ergonomic Desk Chair,212.45,38,91,Olivia Clark
375,2024-05-25,East,Sports,Resistance Band Set,1924.27,24,91,Karen White
376,2025-02-09,Central,Electronics,Smart TV 55in,1648.47,9,21,Leo Garcia
377,2025-03-23,South,Furniture,Standing Desk Oak,2165.47,36,89,Olivia Clark
378,2025-09-20,North,Clothing,Sports Hoodie,660.84,25,40,Leo Garcia
379,2025-12-06,North,Clothing,Casual Sneakers,596.62,45,74,Grace Lee
380,2025-08-04,East,Clothing,Sports Hoodie,288.66,40,29,Karen White
381,2025-08-02,East,Food & Beverage,Protein Bar Pack,112.73,5,31,Frank Wilson
382,2024-11-23,West,Electronics,Smart TV 55in,2343.82,17,27,David Kim
383,2025-12-10,East,Furniture,Bookshelf Modern,2393.01,47,1,Alice Johnson
384,2025-01-30,South,Food & Beverage,Protein Bar Pack,267.67,32,113,Grace Lee
385,2024-12-25,Central,Food & Beverage,Organic Coffee Blend,252.07,37,84,Maria Davis
386,2025-12-04,West,Clothing,Denim Jeans Classic,105.28,3,38,Alice Johnson
387,2024-11-22,North,Electronics,Laptop Pro X1,1840.68,25,21,Leo Garcia
388,2024-03-17,Central,Electronics,Smart TV 55in,3051.35,40,115,Hector Patel
389,2025-12-22,East,Food & Beverage,Protein Bar Pack,190.05,28,21,Alice Johnson
390,2024-04-13,North,Clothing,Casual Sneakers,356.96,36,93,Olivia Clark
391,2025-07-07,North,Furniture,Bookshelf Modern,827.01,4,51,James Anderson
392,2025-07-16,South,Clothing,Premium Jacket,320.62,28,12,Elena Rodriguez
393,2025-11-08,Central,Food & Beverage,Protein Bar Pack,47.16,14,22,Karen White
394,2024-10-25,East,Food & Beverage,Organic Coffee Blend,106.34,26,61,Hector Patel
395,2025-11-07,North,Electronics,Gaming Console S,2060.13,24,114,Grace Lee
396,2025-01-13,West,Food & Beverage,Organic Coffee Blend,93.72,30,34,David Kim
397,2024-10-02,Central,Electronics,Wireless Earbuds Z3,3810.73,43,13,Bob Martinez
398,2025-11-15,North,Sports,Mountain Bike 27.5,1943.75,38,30,Irene Thompson
399,2024-03-03,South,Sports,Mountain Bike 27.5,1934.01,44,111,Olivia Clark
400,2025-05-01,Central,Clothing,Denim Jeans Classic,274.14,26,116,Nathan Brown
401,2024-02-05,Central,Sports,Swimming Goggles Pro,1616.86,44,80,Carol Chen
402,2024-05-03,South,Clothing,Casual Sneakers,779.12,13,17,Alice Johnson
403,2025-03-09,East,Food & Beverage,Protein Bar Pack,299.24,41,19,Nathan Brown
404,2025-09-01,North,Furniture,Ergonomic Desk Chair,398.03,36,51,Irene Thompson
405,2024-11-29,North,Sports,Mountain Bike 27.5,1840.95,1,101,Leo Garcia
406,2025-09-30,Central,Sports,Mountain Bike 27.5,296.04,10,19,James Anderson
407,2025-08-25,Central,Electronics,Laptop Pro X1,2900.88,7,101,Elena Rodriguez
408,2025-07-02,North,Food & Beverage,Artisan Pasta Set,127.25,32,74,James Anderson
409,2025-04-29,East,Clothing,Silk Dress Shirt,352.23,40,78,Karen White
410,2025-12-11,South,Electronics,Tablet Air M2,4469.96,22,89,David Kim
411,2024-02-20,South,Furniture,Bookshelf Modern,207.66,20,40,Elena Rodriguez
412,2025-05-18,East,Clothing,Casual Sneakers,275.36,48,57,Maria Davis
413,2024-11-24,North,Food & Beverage,Gourmet Tea Collection,200.76,13,57,David Kim
414,2025-02-20,South,Sports,Resistance Band Set,1656.35,33,102,Carol Chen
415,2024-03-08,North,Sports,Mountain Bike 27.5,340.45,34,113,James Anderson
416,2024-01-30,West,Clothing,Casual Sneakers,677.73,16,5,Hector Patel
417,2024-02-21,North,Clothing,Silk Dress Shirt,326.26,30,65,Grace Lee
418,2025-10-12,East,Electronics,Wireless Earbuds Z3,1987.84,39,58,Carol Chen
419,2025-04-30,Central,Sports,Resistance Band Set,740.96,17,96,Nathan Brown
420,2025-12-06,East,Furniture,Ergonomic Desk Chair,1251.71,11,110,James Anderson
421,2024-08-07,West,Clothing,Casual Sneakers,251.81,27,66,Alice Johnson
422,2025-11-29,East,Food & Beverage,Protein Bar Pack,201.26,39,103,Alice Johnson
423,2024-08-17,North,Sports,Resistance Band Set,1448.46,46,83,Elena Rodriguez
424,2025-03-09,South,Furniture,Sofa Sectional L,868.2,30,39,Karen White
425,2025-06-17,Central,Food & Beverage,Gourmet Tea Collection,48.65,33,85,Nathan Brown
426,2025-01-18,Central,Sports,Swimming Goggles Pro,622.74,44,14,Hector Patel
427,2024-03-06,North,Furniture,Bookshelf Modern,2605.25,17,84,Leo Garcia
428,2025-10-29,North,Clothing,Casual Sneakers,437.97,16,116,Alice Johnson
429,2025-09-06,South,Furniture,Standing Desk Oak,2205.66,42,64,Elena Rodriguez
430,2024-09-22,South,Food & Beverage,Cold Press Juice 12pk,226.28,38,91,James Anderson
431,2024-07-13,North,Clothing,Sports Hoodie,528.74,31,117,Karen White
432,2025-01-02,Central,Furniture,Standing Desk Oak,2545.82,36,24,Elena Rodriguez
433,2024-04-09,South,Clothing,Silk Dress Shirt,593.89,36,98,Olivia Clark
434,2024-07-06,North,Electronics,Wireless Earbuds Z3,1905.36,48,112,Elena Rodriguez
435,2025-03-06,North,Furniture,Bookshelf Modern,1818.88,30,109,Bob Martinez
436,2025-04-26,East,Sports,Swimming Goggles Pro,1893.06,5,61,Olivia Clark
437,2024-07-18,Central,Electronics,Tablet Air M2,2743.22,27,7,Nathan Brown
438,2024-06-03,West,Clothing,Silk Dress Shirt,356.89,37,115,Olivia Clark
439,2025-04-13,West,Furniture,Standing Desk Oak,2369.98,32,43,Karen White
440,2024-06-30,North,Electronics,Laptop Pro X1,2369.86,14,98,Maria Davis
441,2024-06-21,Central,Clothing,Denim Jeans Classic,638.91,50,12,Carol Chen
442,2025-09-21,South,Food & Beverage,Cold Press Juice 12pk,140.13,31,50,Alice Johnson
443,2024-02-08,Central,Clothing,Silk Dress Shirt,762.55,21,97,Nathan Brown
444,2025-06-27,West,Electronics,Laptop Pro X1,3208.1,16,29,Leo Garcia
445,2024-12-18,North,Clothing,Premium Jacket,337.66,38,40,Carol Chen
446,2024-03-07,East,Furniture,Bookshelf Modern,1449.39,34,77,Irene Thompson
447,2024-12-11,South,Clothing,Silk Dress Shirt,797.1,32,46,Maria Davis
448,2024-07-11,West,Food & Beverage,Organic Coffee Blend,83.96,47,17,David Kim
449,2024-01-23,Central,Sports,Yoga Mat Premium,316.47,46,84,Maria Davis
450,2024-02-08,South,Furniture,Dining Table Set,1925.93,39,7,Karen White
451,2024-04-20,East,Electronics,Laptop Pro X1,2200.52,25,16,Irene Thompson
452,2024-09-15,South,Clothing,Casual Sneakers,571.39,41,2,Elena Rodriguez
453,2025-03-06,East,Sports,Resistance Band Set,1275.77,45,18,Grace Lee
454,2024-04-17,Central,Sports,Running Shoes Ultra,622.8,7,64,David Kim
455,2025-09-15,West,Furniture,Dining Table Set,2923.39,23,91,Grace Lee
456,2024-10-29,West,Electronics,Gaming Console S,2582.5,14,89,Olivia Clark
457,2025-05-07,North,Clothing,Premium Jacket,59.56,6,117,Bob Martinez
458,2025-08-10,South,Clothing,Premium Jacket,634.64,5,93,Leo Garcia
459,2024-04-13,North,Clothing,Denim Jeans Classic,791.5,19,34,Hector Patel
460,2024-02-21,East,Clothing,Premium Jacket,689.19,24,103,Karen White
461,2024-11-16,South,Electronics,Laptop Pro X1,4285.98,3,2,Nathan Brown
462,2024-05-21,West,Furniture,Bookshelf Modern,2699.4,40,35,Olivia Clark
463,2024-04-05,North,Furniture,Standing Desk Oak,474.42,26,59,Elena Rodriguez
464,2025-01-29,South,Food & Beverage,Protein Bar Pack,51.66,45,93,Alice Johnson
465,2024-06-12,East,Food & Beverage,Gourmet Tea Collection,155.15,37,87,Hector Patel
466,2024-07-04,Central,Food & Beverage,Artisan Pasta Set,191.18,44,113,Nathan Brown
467,2024-05-13,South,Food & Beverage,Organic Coffee Blend,268.53,29,6,Bob Martinez
468,2024-09-24,North,Electronics,Gaming Console S,3884.14,37,93,James Anderson
469,2024-08-17,North,Sports,Swimming Goggles Pro,1401.42,40,13,Grace Lee
470,2025-11-08,West,Food & Beverage,Artisan Pasta Set,205.84,42,50,Carol Chen
471,2025-07-25,Central,Electronics,Laptop Pro X1,3288.31,11,65,Nathan Brown
472,2025-04-25,South,Clothing,Premium Jacket,613.57,21,31,Frank Wilson
473,2024-10-11,East,Sports,Yoga Mat Premium,1136.95,25,52,Nathan Brown
474,2024-08-28,East,Food & Beverage,Cold Press Juice 12pk,244.35,29,12,Nathan Brown
475,2025-05-25,South,Furniture,Ergonomic Desk Chair,2944.91,48,84,Alice Johnson
476,2024-04-15,South,Food & Beverage,Organic Coffee Blend,176.0,1,106,Bob Martinez
477,2025-09-10,Central,Furniture,Dining Table Set,1752.65,42,86,Hector Patel
478,2024-12-15,North,Electronics,Wireless Earbuds Z3,4252.72,22,72,Maria Davis
479,2025-09-26,Central,Food & Beverage,Artisan Pasta Set,220.46,8,13,Maria Davis
480,2025-11-05,West,Electronics,Smart TV 55in,1904.67,41,103,Elena Rodriguez
481,2025-07-14,Central,Furniture,Ergonomic Desk Chair,280.47,11,64,Carol Chen
482,2025-02-23,East,Furniture,Dining Table Set,708.38,8,120,Nathan Brown
483,2025-02-06,West,Food & Beverage,Protein Bar Pack,220.7,7,97,Grace Lee
484,2024-02-17,Central,Electronics,Tablet Air M2,2395.46,38,65,Carol Chen
485,2025-05-25,East,Sports,Running Shoes Ultra,1142.19,28,108,James Anderson
486,2025-05-09,Central,Clothing,Sports Hoodie,180.24,9,14,Grace Lee
487,2025-11-04,Central,Sports,Resistance Band Set,1047.89,25,54,James Anderson
488,2025-12-10,West,Furniture,Sofa Sectional L,2896.24,19,58,Maria Davis
489,2024-05-16,West,Food & Beverage,Gourmet Tea Collection,216.0,48,66,Elena Rodriguez
490,2025-12-19,Central,Furniture,Dining Table Set,1952.86,13,27,James Anderson
491,2024-10-24,North,Clothing,Casual Sneakers,427.92,45,82,Frank Wilson
492,2025-12-28,East,Furniture,Dining Table Set,1519.05,37,86,Leo Garcia
493,2025-03-03,Central,Furniture,Sofa Sectional L,2453.67,34,14,Alice Johnson
494,2025-01-25,West,Electronics,Laptop Pro X1,1159.53,49,101,Carol Chen
495,2024-10-20,North,Clothing,Premium Jacket,567.95,19,27,Maria Davis
496,2025-07-08,East,Furniture,Sofa Sectional L,442.07,44,95,Irene Thompson
497,2024-08-17,Central,Food & Beverage,Protein Bar Pack,163.06,45,37,Leo Garcia
498,2025-11-11,East,Food & Beverage,Cold Press Juice 12pk,136.64,44,41,Irene Thompson
499,2024-02-25,East,Furniture,Standing Desk Oak,1918.6,50,111,Nathan Brown
500,2025-03-29,West,Furniture,Dining Table Set,1707.85,39,26,Maria Davis
501,2024-07-17,North,Food & Beverage,Protein Bar Pack,295.37,5,24,Carol Chen
502,2025-06-10,East,Food & Beverage,Organic Coffee Blend,139.98,36,34,Carol Chen
503,2024-06-13,Central,Furniture,Ergonomic Desk Chair,1092.1,46,120,Carol Chen
504,2024-02-10,West,Furniture,Dining Table Set,294.94,41,79,Nathan Brown
505,2025-11-08,North,Food & Beverage,Gourmet Tea Collection,174.04,5,101,Leo Garcia
506,2024-11-21,Central,Clothing,Casual Sneakers,440.45,33,21,Grace Lee
507,2025-07-10,Central,Food & Beverage,Organic Coffee Blend,117.83,14,85,Frank Wilson
508,2024-12-05,North,Furniture,Standing Desk Oak,2858.38,40,68,Hector Patel
509,2025-07-28,East,Electronics,Smart TV 55in,2339.2,42,79,Olivia Clark
510,2025-09-28,West,Electronics,Smart TV 55in,2030.59,8,50,Elena Rodriguez
511,2025-07-07,North,Electronics,Gaming Console S,4146.12,24,66,Maria Davis
512,2025-06-04,South,Food & Beverage,Organic Coffee Blend,103.0,42,25,Frank Wilson
513,2025-06-10,East,Electronics,Wireless Earbuds Z3,4863.82,50,69,Irene Thompson
514,2024-01-08,East,Clothing,Casual Sneakers,698.71,28,107,Bob Martinez
515,2024-07-29,Central,Food & Beverage,Organic Coffee Blend,229.13,10,4,Hector Patel
516,2024-12-05,East,Electronics,Laptop Pro X1,460.49,17,72,Bob Martinez
517,2025-08-11,West,Furniture,Sofa Sectional L,1255.89,41,52,Grace Lee
518,2024-11-19,East,Food & Beverage,Organic Coffee Blend,169.75,42,93,James Anderson
519,2024-03-05,Central,Electronics,Laptop Pro X1,1916.96,33,14,Elena Rodriguez
520,2025-12-03,North,Sports,Running Shoes Ultra,620.51,29,49,Grace Lee
521,2025-11-07,East,Food & Beverage,Protein Bar Pack,169.37,9,96,Grace Lee
522,2025-07-12,North,Clothing,Silk Dress Shirt,557.97,47,83,Frank Wilson
523,2024-01-12,Central,Sports,Yoga Mat Premium,316.61,1,74,James Anderson
524,2025-02-07,Central,Sports,Running Shoes Ultra,665.01,48,95,Olivia Clark
525,2024-12-18,West,Food & Beverage,Gourmet Tea Collection,59.89,12,29,James Anderson
526,2024-09-15,West,Electronics,Wireless Earbuds Z3,3420.69,37,110,Alice Johnson
527,2025-07-16,South,Sports,Running Shoes Ultra,638.05,5,33,Bob Martinez
528,2024-07-21,Central,Food & Beverage,Artisan Pasta Set,120.0,43,84,David Kim
529,2024-04-12,North,Sports,Running Shoes Ultra,1808.23,21,63,Hector Patel
530,2024-12-02,Central,Furniture,Dining Table Set,584.33,37,47,Maria Davis
531,2024-11-19,South,Clothing,Premium Jacket,284.91,15,92,Leo Garcia
532,2025-10-18,South,Furniture,Bookshelf Modern,532.77,47,43,Olivia Clark
533,2025-05-06,South,Food & Beverage,Artisan Pasta Set,236.93,32,71,Bob Martinez
534,2024-06-28,Central,Electronics,Smart TV 55in,4321.83,9,115,Irene Thompson
535,2024-07-20,North,Electronics,Laptop Pro X1,4482.1,33,81,Alice Johnson
536,2025-08-18,Central,Food & Beverage,Gourmet Tea Collection,79.57,3,71,Elena Rodriguez
537,2025-07-10,Central,Food & Beverage,Protein Bar Pack,122.43,15,115,Maria Davis
538,2025-08-26,North,Clothing,Denim Jeans Classic,425.84,6,51,Frank Wilson
539,2025-05-29,East,Clothing,Sports Hoodie,563.12,49,66,Carol Chen
540,2025-04-01,West,Clothing,Sports Hoodie,761.53,43,112,Carol Chen
541,2025-05-10,North,Electronics,Wireless Earbuds Z3,3855.07,15,9,Elena Rodriguez
542,2025-01-13,West,Electronics,Wireless Earbuds Z3,2685.85,24,50,Hector Patel
543,2025-04-10,East,Electronics,Smart TV 55in,695.48,34,82,Nathan Brown
544,2024-10-07,North,Sports,Swimming Goggles Pro,1174.71,25,84,Grace Lee
545,2025-01-09,Central,Electronics,Gaming Console S,1407.61,15,67,Grace Lee
546,2024-12-27,North,Food & Beverage,Cold Press Juice 12pk,268.41,1,65,Olivia Clark
547,2024-05-22,South,Clothing,Casual Sneakers,107.82,42,36,David Kim
548,2024-06-02,West,Clothing,Silk Dress Shirt,501.52,8,85,David Kim
549,2025-02-28,North,Electronics,Tablet Air M2,3441.1,31,27,James Anderson
550,2024-06-14,South,Electronics,Wireless Earbuds Z3,407.09,37,76,Carol Chen
551,2024-05-17,Central,Electronics,Gaming Console S,904.95,11,34,Olivia Clark
552,2024-07-03,Central,Food & Beverage,Gourmet Tea Collection,291.39,41,3,Olivia Clark
553,2025-11-08,North,Electronics,Wireless Earbuds Z3,2356.18,31,112,Hector Patel
554,2024-06-23,West,Food & Beverage,Gourmet Tea Collection,59.96,38,106,Maria Davis
555,2024-07-05,Central,Sports,Resistance Band Set,402.03,44,44,Olivia Clark
556,2025-04-09,Central,Sports,Running Shoes Ultra,521.24,25,17,Bob Martinez
557,2024-01-17,West,Sports,Swimming Goggles Pro,1393.99,10,78,Bob Martinez
558,2024-06-30,South,Sports,Swimming Goggles Pro,154.95,35,65,Maria Davis
559,2024-04-30,East,Food & Beverage,Protein Bar Pack,272.56,35,106,Alice Johnson
560,2025-11-25,South,Sports,Mountain Bike 27.5,791.12,3,90,Irene Thompson
561,2025-03-15,West,Food & Beverage,Cold Press Juice 12pk,118.14,48,117,Maria Davis
562,2025-12-14,Central,Electronics,Tablet Air M2,842.64,31,99,David Kim
563,2024-03-26,North,Sports,Swimming Goggles Pro,864.6,13,1,Leo Garcia
564,2024-01-08,Central,Sports,Running Shoes Ultra,1077.94,25,84,David Kim
565,2025-12-05,North,Food & Beverage,Artisan Pasta Set,49.84,28,84,James Anderson
566,2024-09-16,North,Sports,Mountain Bike 27.5,1164.17,40,36,Karen White
567,2025-02-10,West,Food & Beverage,Gourmet Tea Collection,239.46,31,23,Frank Wilson
568,2025-07-26,Central,Food & Beverage,Artisan Pasta Set,296.78,37,45,Maria Davis
569,2025-12-23,South,Clothing,Premium Jacket,610.86,29,101,Leo Garcia
570,2024-06-14,East,Clothing,Sports Hoodie,350.42,22,103,Irene Thompson
571,2025-09-20,East,Clothing,Denim Jeans Classic,773.43,1,103,Bob Martinez
572,2024-05-28,South,Sports,Mountain Bike 27.5,249.23,17,29,Frank Wilson
573,2024-03-22,Central,Electronics,Tablet Air M2,4667.29,26,79,Karen White
574,2025-06-17,North,Sports,Running Shoes Ultra,1895.77,12,82,Hector Patel
575,2025-03-25,East,Clothing,Sports Hoodie,264.5,3,101,James Anderson
576,2025-06-06,Central,Clothing,Sports Hoodie,177.11,3,47,David Kim
577,2025-11-01,East,Clothing,Premium Jacket,797.61,50,52,Frank Wilson
578,2025-11-16,South,Food & Beverage,Gourmet Tea Collection,76.09,1,95,Leo Garcia
579,2024-03-11,East,Sports,Resistance Band Set,1474.19,36,118,James Anderson
580,2024-12-22,North,Furniture,Standing Desk Oak,1878.14,13,59,Olivia Clark
581,2025-02-17,Central,Electronics,Smart TV 55in,1040.17,33,14,Irene Thompson
582,2024-03-15,Central,Furniture,Bookshelf Modern,2848.99,33,33,Olivia Clark
583,2025-07-04,Central,Furniture,Sofa Sectional L,2903.26,37,62,Maria Davis
584,2024-09-06,North,Food & Beverage,Cold Press Juice 12pk,271.03,2,62,Bob Martinez
585,2024-09-21,East,Food & Beverage,Protein Bar Pack,209.54,15,103,Frank Wilson
586,2025-02-26,North,Sports,Swimming Goggles Pro,98.67,17,32,Elena Rodriguez
587,2024-04-05,South,Furniture,Ergonomic Desk Chair,1730.47,12,61,Frank Wilson
588,2024-12-28,West,Sports,Resistance Band Set,430.95,48,88,Olivia Clark
589,2024-07-13,South,Clothing,Casual Sneakers,601.57,17,27,David Kim
590,2024-07-26,West,Sports,Resistance Band Set,379.51,7,16,Olivia Clark
591,2024-03-21,South,Sports,Running Shoes Ultra,1547.35,35,6,Nathan Brown
592,2025-05-08,North,Sports,Resistance Band Set,1025.29,37,112,Elena Rodriguez
593,2025-05-17,West,Sports,Resistance Band Set,843.93,49,74,Carol Chen
594,2024-02-25,Central,Food & Beverage,Cold Press Juice 12pk,283.1,3,65,Frank Wilson
595,2025-02-07,West,Food & Beverage,Organic Coffee Blend,215.51,30,41,Leo Garcia
596,2024-01-09,East,Clothing,Denim Jeans Classic,485.76,21,47,James Anderson
597,2024-09-22,West,Sports,Resistance Band Set,535.31,31,79,Frank Wilson
598,2025-01-09,West,Food & Beverage,Cold Press Juice 12pk,78.95,45,97,Frank Wilson
599,2025-01-08,South,Furniture,Sofa Sectional L,662.68,9,74,Karen White
600,2024-08-22,East,Furniture,Standing Desk Oak,1732.72,25,26,Carol Chen
