sale_id,date,region,product_category,product_name,units_sold,unit_price,revenue,discount,sales_rep,customer_id
276,2024-04-03,West,Electronics,Robot Mop,4,249.99,999.96,0.0,Bob Martinez,C016
277,2024-04-06,North,Office Supplies,Whiteboard Eraser MagSet,18,8.99,161.82,10.0,Charlie Kim,C017
278,2024-04-09,South,Software,Help Desk Lite,6,99.99,599.94,0.0,Diana Patel,C018
279,2024-04-13,East,Electronics,FM Transmitter Car,14,19.99,279.86,0.0,Alice Chen,C019
280,2024-04-16,West,Office Supplies,Notebook Spiral Pack,25,7.99,199.75,5.0,Frank Wilson,C020
281,2024-04-19,North,Electronics,USB Hub Powered,10,39.99,399.90,0.0,Charlie Kim,C001
282,2024-04-22,South,Electronics,Pet Cam Treat Dispenser,5,129.99,649.95,0.0,Diana Patel,C002
283,2024-04-25,East,Software,QR Code Generator Pro,8,49.99,399.92,10.0,Eve Johnson,C003
284,2024-04-28,West,Electronics,Bike Light Set,20,24.99,499.80,0.0,Bob Martinez,C004
285,2024-05-01,North,Office Supplies,Dry Erase Board Mini,12,34.99,419.88,0.0,Charlie Kim,C005
286,2024-05-04,South,Office Supplies,Tissue Box Cover,15,12.99,194.85,5.0,Diana Patel,C006
287,2024-05-07,East,Electronics,Screen Protector Pack,35,9.99,349.65,0.0,Alice Chen,C007
288,2024-05-10,West,Software,Bug Bounty Platform,3,599.99,1799.97,0.0,Frank Wilson,C008
289,2024-05-14,North,Electronics,Smart Coaster,20,19.99,399.80,10.0,Charlie Kim,C009
290,2024-05-17,South,Electronics,Digital Measuring Tape,10,29.99,299.90,0.0,Diana Patel,C010
291,2024-05-20,East,Office Supplies,Letterhead Paper,25,15.99,399.75,0.0,Eve Johnson,C011
292,2024-05-23,West,Electronics,Headphone Amp,6,89.99,539.94,5.0,Bob Martinez,C012
293,2024-05-26,North,Office Supplies,Labels Avery Sheet,40,5.99,239.60,0.0,Charlie Kim,C013
294,2024-05-29,South,Software,Waitlist Manager,4,79.99,319.96,0.0,Diana Patel,C014
295,2024-06-01,East,Electronics,Phone Case Magsafe,18,29.99,539.82,10.0,Alice Chen,C015
296,2024-06-05,West,Office Supplies,Name Badge Kit,10,18.99,189.90,0.0,Frank Wilson,C016
297,2024-06-08,North,Electronics,Webcam Cover Slide,50,4.99,249.50,0.0,Charlie Kim,C017
298,2024-06-11,South,Electronics,Smart Plug Timer,20,24.99,499.80,5.0,Diana Patel,C018
299,2024-06-14,East,Office Supplies,Ruler Set Metal,15,7.99,119.85,0.0,Eve Johnson,C019
300,2024-06-17,West,Software,Release Notes Builder,5,69.99,349.95,0.0,Bob Martinez,C020
